,ADMIN_ORDER,ISO_COUNTRY_CODE,ADMIN_PLACE_NAME,ORDER1_NAME,ORDER8_NAME,BUILTUP_NAME
378,9,ISR,Kfar HaRif,Darom,Ashqelon,Kfar HaRif
379,9,ISR,Mavki'im,Darom,Ashqelon,Mavki'im
380,9,ISR,Ashdod,Darom,Ashqelon,Ashdod
381,9,ISR,Gevim,Darom,Ashqelon,Gevim
382,9,ISR,Kiryat Gat,Darom,Ashqelon,Kiryat Gat
383,9,ISR,Sde David,Darom,Ashqelon,Sde David
384,9,ISR,Mefalsim,Darom,Ashqelon,Mefalsim
385,9,ISR,Shahar,Darom,Ashqelon,Shahar
386,9,ISR,Nir Am,Darom,Ashqelon,Nir Am
387,9,ISR,Neve Mivtah,Darom,Ashqelon,Neve Mivtah
388,9,ISR,Sde Boker,Darom,Be'er Sheva,Sde Boker
389,9,ISR,Neve Zohar,Darom,Be'er Sheva,Neve Zohar
390,9,ISR,Kerem Shalom,Darom,Be'er Sheva,Kerem Shalom
391,9,ISR,Kisufim,Darom,Be'er Sheva,Kisufim
392,9,ISR,Dekel,Darom,Be'er Sheva,Dekel
393,9,ISR,En Hatseva,Darom,Be'er Sheva,En Hatseva
394,9,ISR,Nir Moshe,Darom,Be'er Sheva,Nir Moshe
395,9,ISR,Gerofit,Darom,Be'er Sheva,Gerofit
396,9,ISR,Nir Akiva,Darom,Be'er Sheva,Nir Akiva
397,9,ISR,Metar,Darom,Be'er Sheva,Metar
398,9,ISR,Giv'olim,Darom,Be'er Sheva,Giv'olim
399,9,ISR,Arad,Darom,Be'er Sheva,Arad
400,9,ISR,Karmei Katif,Darom,Ashqelon,Karmei Katif
401,9,ISR,Kfar Ma'as,Merkaz,Petah Tikva,Kfar Ma'as
402,9,ISR,Rehovot,Merkaz,Rehovot,Rehovot
403,8,ISR,Petah Tikva,Merkaz,Petah Tikva,
404,1,ISR,Merkaz,Merkaz,,
405,1,ISR,Haifa,Haifa,,
406,0,ISR,Israel,,,
407,9,ISR,Mitspe Ilan,Haifa,Hadera,Mitspe Ilan
408,9,ISR,Sha'ar Ha'Amakim,Haifa,Haifa,Sha'ar Ha'Amakim
409,9,ISR,Neve Yam,Haifa,Hadera,Neve Yam
410,9,ISR,Pardes Hana-Karkur,Haifa,Hadera,Pardes Hana-Karkur
411,9,ISR,Zikhron Ya'akov,Haifa,Hadera,Zikhron Ya'akov
412,9,ISR,Kfar Kara,Haifa,Hadera,Kfar Kara
413,9,ISR,Bet Oren,Haifa,Hadera,Bet Oren
414,9,ISR,Gan HaShomron,Haifa,Hadera,Gan HaShomron
415,9,ISR,Zalafe,Haifa,Hadera,Zalafe
416,9,ISR,Kfar Zetim,Tsafon,Kinneret,Kfar Zetim
417,9,ISR,Pori'ya-Kfar Avoda,Tsafon,Kinneret,Pori'ya-Kfar Avoda
418,9,ISR,Elifelet,Tsafon,Tsfat,Elifelet
419,9,ISR,Ne'ot Mordekhay,Tsafon,Tsfat,Ne'ot Mordekhay
420,9,ISR,Yir'on,Tsafon,Tsfat,Yir'on
421,9,ISR,Kalanit,Tsafon,Tsfat,Kalanit
422,9,ISR,Korazim,Tsafon,Tsfat,Korazim
423,9,ISR,Biriya,Tsafon,Tsfat,Biriya
424,9,ISR,Tsfat,Tsafon,Tsfat,Tsfat
425,9,ISR,Yesud HaMa'ala,Tsafon,Tsfat,Yesud HaMa'ala
426,9,ISR,Harduf,Tsafon,Yizre'el,Harduf
427,9,ISR,En Mahel,Tsafon,Yizre'el,En Mahel
428,9,ISR,Tel Adashim,Tsafon,Yizre'el,Tel Adashim
429,9,ISR,Dalya,Tsafon,Yizre'el,Dalya
430,9,ISR,Mizra,Tsafon,Yizre'el,Mizra
431,9,ISR,Alon HaGalil,Tsafon,Yizre'el,Alon HaGalil
432,9,ISR,HaYogev,Tsafon,Yizre'el,HaYogev
433,9,ISR,Merav,Tsafon,Yizre'el,Merav
434,9,ISR,Yif'at,Tsafon,Yizre'el,Yif'at
435,9,ISR,Merhavya (Moshav),Tsafon,Yizre'el,Merhavya (Moshav)
436,9,ISR,Bet Ha'Shita,Tsafon,Yizre'el,Bet Ha'Shita
437,9,ISR,Ma'ale Gilbo'a,Tsafon,Yizre'el,Ma'ale Gilbo'a
438,9,ISR,Mele'a,Tsafon,Yizre'el,Mele'a
439,9,ISR,En Ha'Emek,Tsafon,Yizre'el,En Ha'Emek
440,9,ISR,Mishmar David,Merkaz,Ramla,Mishmar David
441,9,ISR,Holon,Tel Aviv,Tel Aviv,Holon
442,9,ISR,Rawabi,HaGada HaMa'aravit,Ezor A,Rawabi
443,9,ISR,Zeita,HaGada HaMa'aravit,Ezor B,Zeita
444,9,ISR,Mevoot Yeriho,HaGada HaMa'aravit,Judea and Samaria,Mevoot Yeriho
445,9,ISR,Kafa,HaGada HaMa'aravit,Ezor B,Kafa
446,9,ISR,Battir,HaGada HaMa'aravit,Ezor B,Battir
447,9,ISR,Beitiba,HaGada HaMa'aravit,Ezor A,Beitiba
448,9,ISR,Atabaqa,HaGada HaMa'aravit,Ezor A,Atabaqa
449,9,ISR,Dar Salah,HaGada HaMa'aravit,Ezor A,Dar Salah
450,9,ISR,Al Alaqa Fauqa,HaGada HaMa'aravit,Ezor A,Al Alaqa Fauqa
451,9,ISR,Khallet Maiyya,HaGada HaMa'aravit,Ezor A,Khallet Maiyya
452,9,ISR,Tammun,HaGada HaMa'aravit,Ezor A,Tammun
453,9,ISR,Al Ubeidiya,HaGada HaMa'aravit,Ezor A,Al Ubeidiya
454,9,ISR,Azawiya,HaGada HaMa'aravit,Ezor A,Azawiya
455,9,ISR,Tubas,HaGada HaMa'aravit,Ezor A,Tubas
456,9,ISR,Gan Shlomo,Merkaz,Rehovot,Gan Shlomo
457,9,ISR,Bne Ayish,Merkaz,Rehovot,Bne Ayish
458,9,ISR,Alone HaBashan,Tsafon,Golan,Alone HaBashan
459,9,ISR,Ne'ot Golan,Tsafon,Golan,Ne'ot Golan
460,9,ISR,Shtulim,Darom,Ashqelon,Shtulim
461,9,ISR,Menuha,Darom,Ashqelon,Menuha
462,9,ISR,Nirim,Darom,Be'er Sheva,Nirim
463,9,ISR,Ami'oz,Darom,Be'er Sheva,Ami'oz
464,9,ISR,Ksaifa,Darom,Be'er Sheva,Ksaifa
465,9,ISR,Kmehin,Darom,Be'er Sheva,Kmehin
466,9,ISR,Tsofar,Darom,Be'er Sheva,Tsofar
467,9,ISR,Sde Avraham,Darom,Be'er Sheva,Sde Avraham
468,9,ISR,Yeroham,Darom,Be'er Sheva,Yeroham
469,9,ISR,Yoshivya,Darom,Be'er Sheva,Yoshivya
470,9,ISR,Retamim,Darom,Be'er Sheva,Retamim
471,9,ISR,Ma'galim,Darom,Be'er Sheva,Ma'galim
472,9,ISR,En Ya'hav,Darom,Be'er Sheva,En Ya'hav
473,9,ISR,Tse'elim,Darom,Be'er Sheva,Tse'elim
474,9,ISR,Te'ashur,Darom,Be'er Sheva,Te'ashur
475,9,ISR,Katsrin,Tsafon,Golan,Katsrin
476,9,ISR,Neve Ativ,Tsafon,Golan,Neve Ativ
477,9,ISR,Buk'ata,Tsafon,Golan,Buk'ata
478,9,ISR,En Gev,Tsafon,Kinneret,En Gev
479,9,ISR,HaZor'im,Tsafon,Kinneret,HaZor'im
480,8,ISR,Kinneret,Tsafon,Kinneret,
481,8,ISR,Yizre'el,Tsafon,Yizre'el,
482,9,ISR,Abu Shukhiedim,HaGada HaMa'aravit,Ezor B,Abu Shukhiedim
483,9,ISR,Abu Qash,HaGada HaMa'aravit,Ezor B,Abu Qash
484,9,ISR,Armadin,HaGada HaMa'aravit,Judea and Samaria,Armadin
485,9,ISR,Illar,HaGada HaMa'aravit,Ezor A,Illar
486,9,ISR,Adh Dhahiriya,HaGada HaMa'aravit,Ezor A,Adh Dhahiriya
487,9,ISR,Kurza,HaGada HaMa'aravit,Ezor A,Kurza
488,9,ISR,Silat Al Harithiya,HaGada HaMa'aravit,Ezor A,Silat Al Harithiya
489,9,ISR,Ras Snaisel,HaGada HaMa'aravit,Ezor A,Ras Snaisel
490,9,ISR,Daeir Abu Daif,HaGada HaMa'aravit,Ezor A,Daeir Abu Daif
491,9,ISR,At Tarem,HaGada HaMa'aravit,Ezor A,At Tarem
492,9,ISR,Arrana,HaGada HaMa'aravit,Ezor B,Arrana
493,9,ISR,Aqraba,HaGada HaMa'aravit,Ezor B,Aqraba
494,9,ISR,At Tira,HaGada HaMa'aravit,Ezor B,At Tira
495,9,ISR,Umm Safa,HaGada HaMa'aravit,Ezor B,Umm Safa
496,9,ISR,Tuqu,HaGada HaMa'aravit,Ezor B,Tuqu
497,9,ISR,Azzun,HaGada HaMa'aravit,Ezor B,Azzun
498,9,ISR,Beit Marsam,HaGada HaMa'aravit,Ezor B,Beit Marsam
499,9,ISR,Ras Atiya,HaGada HaMa'aravit,Ezor B,Ras Atiya
500,9,ISR,Quzah,HaGada HaMa'aravit,Ezor B,Quzah
501,9,ISR,Al Jib,HaGada HaMa'aravit,Ezor B,Al Jib
502,9,ISR,Al Hujeila,HaGada HaMa'aravit,Ezor B,Al Hujeila
503,9,ISR,Tarqumiya,HaGada HaMa'aravit,Ezor B,Tarqumiya
504,9,ISR,Silwad,HaGada HaMa'aravit,Ezor B,Silwad
505,9,ISR,Shihda Wa Hamlan,HaGada HaMa'aravit,Ezor B,Shihda Wa Hamlan
506,9,ISR,An Nazala Al Wusta,HaGada HaMa'aravit,Ezor B,An Nazala Al Wusta
507,9,ISR,Jurat Ash Sham'a,HaGada HaMa'aravit,Ezor B,Jurat Ash Sham'a
508,9,ISR,Kafr Thulth,HaGada HaMa'aravit,Ezor B,Kafr Thulth
509,9,ISR,Jayyus,HaGada HaMa'aravit,Ezor B,Jayyus
510,9,ISR,Masha,HaGada HaMa'aravit,Ezor B,Masha
511,9,ISR,Khirbet Sir,HaGada HaMa'aravit,Ezor B,Khirbet Sir
512,9,ISR,Dura Al Qar,HaGada HaMa'aravit,Ezor B,Dura Al Qar
513,9,ISR,Deir Al Asal Fauqa,HaGada HaMa'aravit,Ezor B,Deir Al Asal Fauqa
514,9,ISR,Isla,HaGada HaMa'aravit,Ezor B,Isla
515,9,ISR,Fasayil,HaGada HaMa'aravit,Ezor B,Fasayil
516,9,ISR,Kfar Eldad,HaGada HaMa'aravit,Judea and Samaria,Kfar Eldad
517,9,ISR,Halhul,HaGada HaMa'aravit,Ezor A,Halhul
518,9,ISR,Yeriho,HaGada HaMa'aravit,Ezor A,Yeriho
519,9,ISR,Hevron,HaGada HaMa'aravit,Ezor A,Hevron
520,9,ISR,Shkhem,HaGada HaMa'aravit,Ezor B,Shkhem
521,9,ISR,Beita Et-Tahta,HaGada HaMa'aravit,Ezor B,Beita Et-Tahta
522,9,ISR,Bil'in,HaGada HaMa'aravit,Ezor B,Bil'in
523,9,ISR,Masad,Tsafon,Kinneret,Masad
524,9,ISR,Sajur,Tsafon,Ako,Sajur
525,9,ISR,Segev Atsmon,Tsafon,Ako,Segev Atsmon
526,9,ISR,Avdon,Tsafon,Ako,Avdon
527,9,ISR,Sakhnin,Tsafon,Ako,Sakhnin
528,9,ISR,Kafr Manda,Tsafon,Ako,Kafr Manda
529,9,ISR,Lapidot,Tsafon,Ako,Lapidot
530,9,ISR,Peki'in (Buqei'a),Tsafon,Ako,Peki'in (Buqei'a)
531,9,ISR,Nahariya,Tsafon,Ako,Nahariya
532,9,ISR,Haluts,Tsafon,Ako,Haluts
533,9,ISR,Hilla,Tsafon,Ako,Hilla
534,9,ISR,Kabri,Tsafon,Ako,Kabri
535,9,ISR,Salama,Tsafon,Ako,Salama
536,9,ISR,Adamit,Tsafon,Ako,Adamit
537,9,ISR,Avi'ezer,Yerushalayim,Yerushalayim,Avi'ezer
538,9,ISR,Motsa Ilit,Yerushalayim,Yerushalayim,Motsa Ilit
539,9,ISR,Bet Shemesh,Yerushalayim,Yerushalayim,Bet Shemesh
540,9,ISR,Etanim,Yerushalayim,Yerushalayim,Etanim
541,9,ISR,Even Sapir,Yerushalayim,Yerushalayim,Even Sapir
542,9,ISR,Tarum,Yerushalayim,Yerushalayim,Tarum
543,9,ISR,Bne Netsarim,Darom,Be'er Sheva,Bne Netsarim
544,9,ISR,Ashqelon,Darom,Ashqelon,Ashqelon
545,9,ISR,Azrikam,Darom,Ashqelon,Azrikam
546,9,ISR,Uza,Darom,Ashqelon,Uza
547,9,ISR,Ruhama,Darom,Ashqelon,Ruhama
548,9,ISR,Talme Yafe,Darom,Ashqelon,Talme Yafe
549,9,ISR,Hodiya,Darom,Ashqelon,Hodiya
550,9,ISR,Gvar'am,Darom,Ashqelon,Gvar'am
551,9,ISR,Berekhya,Darom,Ashqelon,Berekhya
552,9,ISR,Revadim,Darom,Ashqelon,Revadim
553,9,ISR,Ezer,Darom,Ashqelon,Ezer
554,9,ISR,Sde Tsvi,Darom,Be'er Sheva,Sde Tsvi
555,9,ISR,En HaShlosha,Darom,Be'er Sheva,En HaShlosha
556,9,ISR,Tidhar,Darom,Be'er Sheva,Tidhar
557,9,ISR,Talme Bilu,Darom,Be'er Sheva,Talme Bilu
558,9,ISR,Shibolim,Darom,Be'er Sheva,Shibolim
559,9,ISR,Hura,Darom,Be'er Sheva,Hura
560,9,ISR,Melilot,Darom,Be'er Sheva,Melilot
561,9,ISR,Tsohar,Darom,Be'er Sheva,Tsohar
562,9,ISR,Tifrah,Darom,Be'er Sheva,Tifrah
563,9,ISR,Talme Eliyahu,Darom,Be'er Sheva,Talme Eliyahu
564,9,ISR,Pri-Gan,Darom,Be'er Sheva,Pri-Gan
565,9,ISR,En Gedi,Darom,Be'er Sheva,En Gedi
566,9,ISR,Ktura,Darom,Be'er Sheva,Ktura
567,9,ISR,Gani Tal,Merkaz,Rehovot,Gani Tal
568,9,ISR,Bne Re'em,Merkaz,Rehovot,Bne Re'em
569,9,ISR,Bet Gamli'el,Merkaz,Rehovot,Bet Gamli'el
570,9,ISR,Bet Oved,Merkaz,Rehovot,Bet Oved
571,9,ISR,Bet Hanan,Merkaz,Rehovot,Bet Hanan
572,9,ISR,Giv'at HaShlosha,Merkaz,Petah Tikva,Giv'at HaShlosha
573,9,ISR,Petah Tikva,Merkaz,Petah Tikva,Petah Tikva
574,9,ISR,Elishama,Merkaz,Petah Tikva,Elishama
575,9,ISR,Hagor,Merkaz,Petah Tikva,Hagor
576,9,ISR,Ramat Hakovesh,Merkaz,Petah Tikva,Ramat Hakovesh
577,9,ISR,Mevo Modi'im,Merkaz,Petah Tikva,Mevo Modi'im
578,9,ISR,Giv'at Hayim (Me'uhad),Merkaz,HaSharon,Giv'at Hayim (Me'uhad)
579,9,ISR,Avihayil,Merkaz,HaSharon,Avihayil
580,9,ISR,Tel Mond,Merkaz,HaSharon,Tel Mond
581,9,ISR,Tenuvot,Merkaz,HaSharon,Tenuvot
582,9,ISR,Omets,Merkaz,HaSharon,Omets
583,9,ISR,Midreshet Rupin,Merkaz,HaSharon,Midreshet Rupin
584,9,ISR,Be'erotayim,Merkaz,HaSharon,Be'erotayim
585,9,ISR,Kadima-Tsoran,Merkaz,HaSharon,Kadima-Tsoran
586,9,ISR,Bahan,Merkaz,HaSharon,Bahan
587,9,ISR,Hani'el,Merkaz,HaSharon,Hani'el
588,9,ISR,Pedaya,Merkaz,Ramla,Pedaya
589,9,ISR,Kfar Habad,Merkaz,Ramla,Kfar Habad
590,9,ISR,Gezer,Merkaz,Ramla,Gezer
591,9,ISR,Kfar Bin Nun,Merkaz,Ramla,Kfar Bin Nun
592,9,ISR,Jaba,HaGada HaMa'aravit,Ezor B,Jaba
593,9,ISR,Burqa,HaGada HaMa'aravit,Ezor B,Burqa
594,9,ISR,Beit Amin,HaGada HaMa'aravit,Ezor B,Beit Amin
595,9,ISR,Ijnisinya,HaGada HaMa'aravit,Ezor A,Ijnisinya
596,9,ISR,Mirka,HaGada HaMa'aravit,Ezor A,Mirka
597,9,ISR,Al Hashmiya,HaGada HaMa'aravit,Ezor A,Al Hashmiya
598,9,ISR,Talluza,HaGada HaMa'aravit,Ezor A,Talluza
599,9,ISR,Seida,HaGada HaMa'aravit,Ezor A,Seida
600,9,ISR,Ummat Tut,HaGada HaMa'aravit,Ezor A,Ummat Tut
601,9,ISR,Arab Rashayida,HaGada HaMa'aravit,Ezor B,Arab Rashayida
602,9,ISR,Umm Doyof,HaGada HaMa'aravit,Ezor B,Umm Doyof
603,9,ISR,Asira Al Qibliya,HaGada HaMa'aravit,Ezor B,Asira Al Qibliya
604,9,ISR,Beit Iksa,HaGada HaMa'aravit,Ezor B,Beit Iksa
605,9,ISR,Biddu,HaGada HaMa'aravit,Ezor B,Biddu
606,9,ISR,Beit Rush Tahta,HaGada HaMa'aravit,Ezor B,Beit Rush Tahta
607,9,ISR,Rafat,HaGada HaMa'aravit,Ezor B,Rafat
608,9,ISR,Qla Zeta,HaGada HaMa'aravit,Ezor B,Qla Zeta
609,9,ISR,Al Jalama,HaGada HaMa'aravit,Ezor B,Al Jalama
610,9,ISR,Mikmas,HaGada HaMa'aravit,Ezor B,Mikmas
611,9,ISR,Al Mughayyir,HaGada HaMa'aravit,Ezor B,Al Mughayyir
612,9,ISR,Al Karmil,HaGada HaMa'aravit,Ezor B,Al Karmil
613,9,ISR,Salim,HaGada HaMa'aravit,Ezor B,Salim
614,9,ISR,Sair,HaGada HaMa'aravit,Ezor B,Sair
615,9,ISR,Kafr Abbush,HaGada HaMa'aravit,Ezor B,Kafr Abbush
616,9,ISR,Izbat Shufa,HaGada HaMa'aravit,Ezor B,Izbat Shufa
617,9,ISR,Madama,HaGada HaMa'aravit,Ezor B,Madama
618,9,ISR,Kharas,HaGada HaMa'aravit,Ezor B,Kharas
619,9,ISR,Deir Nidham,HaGada HaMa'aravit,Ezor B,Deir Nidham
620,9,ISR,Karmi'el,Tsafon,Ako,Karmi'el
621,9,ISR,Sa'ar,Tsafon,Ako,Sa'ar
622,9,ISR,Judaida-Maker,Tsafon,Ako,Judaida-Maker
623,9,ISR,Moreshet,Tsafon,Ako,Moreshet
624,9,ISR,Peki'in HaHadasha,Tsafon,Ako,Peki'in HaHadasha
625,9,ISR,Gesher HaZiv,Tsafon,Ako,Gesher HaZiv
626,9,ISR,Yuvalim,Tsafon,Ako,Yuvalim
627,9,ISR,Hosen,Tsafon,Ako,Hosen
628,9,ISR,Kabul,Tsafon,Ako,Kabul
629,9,ISR,Yehi'am,Tsafon,Ako,Yehi'am
630,9,ISR,Tsova,Yerushalayim,Yerushalayim,Tsova
631,9,ISR,Aderet,Yerushalayim,Yerushalayim,Aderet
632,9,ISR,Bar Giyora,Yerushalayim,Yerushalayim,Bar Giyora
633,9,ISR,Har'el,Yerushalayim,Yerushalayim,Har'el
634,9,ISR,Nahshon,Yerushalayim,Yerushalayim,Nahshon
635,9,ISR,Bet Nekofa,Yerushalayim,Yerushalayim,Bet Nekofa
636,9,ISR,Aminadav,Yerushalayim,Yerushalayim,Aminadav
637,9,ISR,Dheisheh,HaGada HaMa'aravit,Ezor A,Dheisheh
638,9,ISR,At Ayba,HaGada HaMa'aravit,Ezor B,At Ayba
639,9,ISR,Surda,HaGada HaMa'aravit,Ezor B,Surda
640,9,ISR,Beit Einun,HaGada HaMa'aravit,Ezor B,Beit Einun
641,9,ISR,Wadi Ad Dabi,HaGada HaMa'aravit,Judea and Samaria,Wadi Ad Dabi
642,9,ISR,Jammain,HaGada HaMa'aravit,Ezor B,Jammain
643,9,ISR,Jalqamus,HaGada HaMa'aravit,Ezor A,Jalqamus
644,9,ISR,Nisf Jubil,HaGada HaMa'aravit,Ezor A,Nisf Jubil
645,9,ISR,Bizzariya,HaGada HaMa'aravit,Ezor B,Bizzariya
646,9,ISR,Hadab al-Fawar,HaGada HaMa'aravit,Ezor B,Hadab al-Fawar
647,9,ISR,Faqqua,HaGada HaMa'aravit,Ezor B,Faqqua
648,9,ISR,Horesh Yaron,HaGada HaMa'aravit,Judea and Samaria,Horesh Yaron
649,9,ISR,Qalqiliya,HaGada HaMa'aravit,Ezor A,Qalqiliya
650,9,ISR,Tul Karm,HaGada HaMa'aravit,Ezor A,Tul Karm
651,9,ISR,Beit Liqya,HaGada HaMa'aravit,Ezor B,Beit Liqya
652,9,ISR,Jurish,HaGada HaMa'aravit,Ezor B,Jurish
653,9,ISR,Kabya,HaGada HaMa'aravit,Ezor B,Kabya
654,9,ISR,Deir Qadis,HaGada HaMa'aravit,Ezor B,Deir Qadis
655,9,ISR,Kafr Raman,HaGada HaMa'aravit,Ezor A,Kafr Raman
656,9,ISR,Alfe Menashe,HaGada HaMa'aravit,Judea and Samaria,Alfe Menashe
657,9,ISR,Nahal Geva'ot,HaGada HaMa'aravit,Judea and Samaria,Nahal Geva'ot
658,9,ISR,Karne Shomron,HaGada HaMa'aravit,Judea and Samaria,Karne Shomron
659,9,ISR,Asfar,HaGada HaMa'aravit,Judea and Samaria,Asfar
660,9,ISR,Karmel,HaGada HaMa'aravit,Judea and Samaria,Karmel
661,9,ISR,Netiv HaGdud,HaGada HaMa'aravit,Judea and Samaria,Netiv HaGdud
662,9,ISR,Avne Hefets,HaGada HaMa'aravit,Judea and Samaria,Avne Hefets
663,9,ISR,Shilo,HaGada HaMa'aravit,Judea and Samaria,Shilo
664,9,ISR,Ateret,HaGada HaMa'aravit,Judea and Samaria,Ateret
665,9,ISR,Dolev,HaGada HaMa'aravit,Judea and Samaria,Dolev
666,9,ISR,Adora,HaGada HaMa'aravit,Judea and Samaria,Adora
667,9,ISR,Nahal Doran,HaGada HaMa'aravit,Judea and Samaria,Nahal Doran
668,9,ISR,El-Funduq,HaGada HaMa'aravit,Judea and Samaria,El-Funduq
669,9,ISR,Msaudin al Azazme,Darom,Be'er Sheva,Msaudin al Azazme
670,9,ISR,Abu Talul,Darom,Be'er Sheva,Abu Talul
671,9,ISR,Midreshet Ben Gurion,Darom,Be'er Sheva,Midreshet Ben Gurion
672,9,ISR,Neve,Darom,Be'er Sheva,Neve
673,9,ISR,Segula,Darom,Ashqelon,Segula
674,9,ISR,Kiryat Mal'akhi,Darom,Ashqelon,Kiryat Mal'akhi
675,9,ISR,Revaha,Darom,Ashqelon,Revaha
676,9,ISR,Kfar Menahem,Darom,Ashqelon,Kfar Menahem
677,9,ISR,Shalva,Darom,Ashqelon,Shalva
678,9,ISR,Hatsor-Ashdod,Darom,Ashqelon,Hatsor-Ashdod
679,9,ISR,Sde Yo'av,Darom,Ashqelon,Sde Yo'av
680,9,ISR,Nitsanim,Darom,Ashqelon,Nitsanim
681,9,ISR,Yad Natan,Darom,Ashqelon,Yad Natan
682,9,ISR,Nehora,Darom,Ashqelon,Nehora
683,9,ISR,Peduyim,Darom,Be'er Sheva,Peduyim
684,9,ISR,Eshbol,Darom,Be'er Sheva,Eshbol
685,9,ISR,Mitspe Ramon,Darom,Be'er Sheva,Mitspe Ramon
686,9,ISR,Magen,Darom,Be'er Sheva,Magen
687,9,ISR,Lahav,Darom,Be'er Sheva,Lahav
688,9,ISR,Kfar Maymon,Darom,Be'er Sheva,Kfar Maymon
689,9,ISR,Yesha,Darom,Be'er Sheva,Yesha
690,9,ISR,Dvir,Darom,Be'er Sheva,Dvir
691,9,ISR,Har Amasa,Darom,Be'er Sheva,Har Amasa
692,9,ISR,Shokeda,Darom,Be'er Sheva,Shokeda
693,9,ISR,Bet Rabban,Merkaz,Rehovot,Bet Rabban
694,9,ISR,Benaya,Merkaz,Rehovot,Benaya
695,9,ISR,Kfar Mordekhay,Merkaz,Rehovot,Kfar Mordekhay
696,9,ISR,Kfar Aviv,Merkaz,Rehovot,Kfar Aviv
697,9,ISR,Kfar Daniel,Merkaz,Petah Tikva,Kfar Daniel
698,9,ISR,Sde Hemed,Merkaz,Petah Tikva,Sde Hemed
699,9,ISR,Gane Tikva,Merkaz,Petah Tikva,Gane Tikva
700,9,ISR,Yarhiv,Merkaz,Petah Tikva,Yarhiv
701,9,ISR,Savyon,Merkaz,Petah Tikva,Savyon
702,9,ISR,Gan Hayim,Merkaz,Petah Tikva,Gan Hayim
703,9,ISR,Sha'ar Efrayim,Merkaz,HaSharon,Sha'ar Efrayim
704,9,ISR,Hofit,Merkaz,HaSharon,Hofit
705,9,ISR,Kfar Monash,Merkaz,HaSharon,Kfar Monash
706,9,ISR,Hadar Am,Merkaz,HaSharon,Hadar Am
707,1,ISR,HaGada HaMa'aravit,HaGada HaMa'aravit,,
708,1,ISR,Tsafon,Tsafon,,
709,8,ISR,Haifa,Haifa,Haifa,
710,9,ISR,Al Bira,HaGada HaMa'aravit,Ezor A,Al Bira
711,9,ISR,Saffarin,HaGada HaMa'aravit,Ezor B,Saffarin
712,9,ISR,Rujeib,HaGada HaMa'aravit,Ezor B,Rujeib
713,9,ISR,Kafr Qallil,HaGada HaMa'aravit,Ezor A,Kafr Qallil
714,9,ISR,Deir Ammar,HaGada HaMa'aravit,Ezor B,Deir Ammar
715,9,ISR,Rabud,HaGada HaMa'aravit,Judea and Samaria,Rabud
716,9,ISR,Arab Al Fureijat,HaGada HaMa'aravit,Judea and Samaria,Arab Al Fureijat
717,9,ISR,Farkha,HaGada HaMa'aravit,Ezor A,Farkha
718,9,ISR,Ajja,HaGada HaMa'aravit,Ezor A,Ajja
719,9,ISR,Kfar Rai,HaGada HaMa'aravit,Ezor A,Kfar Rai
720,9,ISR,Raba,HaGada HaMa'aravit,Ezor A,Raba
721,9,ISR,Bizzariya,HaGada HaMa'aravit,Ezor A,Bizzariya
722,9,ISR,Ash Shuhada,HaGada HaMa'aravit,Ezor A,Ash Shuhada
723,9,ISR,Ya'Bad,HaGada HaMa'aravit,Ezor B,Ya'Bad
724,9,ISR,Ar Ras,HaGada HaMa'aravit,Ezor B,Ar Ras
725,9,ISR,Atara,HaGada HaMa'aravit,Ezor B,Atara
726,9,ISR,Ash Shuyukh,HaGada HaMa'aravit,Ezor B,Ash Shuyukh
727,9,ISR,Beit Hanina Balad,HaGada HaMa'aravit,Ezor B,Beit Hanina Balad
728,9,ISR,Beit Ummar,HaGada HaMa'aravit,Ezor B,Beit Ummar
729,9,ISR,Beit Ula,HaGada HaMa'aravit,Ezor B,Beit Ula
730,9,ISR,Abud,HaGada HaMa'aravit,Ezor B,Abud
731,9,ISR,Qusen,HaGada HaMa'aravit,Ezor B,Qusen
732,9,ISR,Qabalan,HaGada HaMa'aravit,Ezor B,Qabalan
733,9,ISR,Nazlat Ash Sheikh Zeid,HaGada HaMa'aravit,Ezor B,Nazlat Ash Sheikh Zeid
734,9,ISR,Al Mutilla,HaGada HaMa'aravit,Ezor B,Al Mutilla
735,9,ISR,Sinjail,HaGada HaMa'aravit,Ezor B,Sinjail
736,9,ISR,Shufa,HaGada HaMa'aravit,Ezor B,Shufa
737,9,ISR,An Nassariya,HaGada HaMa'aravit,Ezor B,An Nassariya
738,9,ISR,Kafr Jammal,HaGada HaMa'aravit,Ezor B,Kafr Jammal
739,9,ISR,Jalbun,HaGada HaMa'aravit,Ezor B,Jalbun
740,9,ISR,Kur,HaGada HaMa'aravit,Ezor B,Kur
741,9,ISR,Khallet Haddad,HaGada HaMa'aravit,Ezor B,Khallet Haddad
742,9,ISR,Deir Razih,HaGada HaMa'aravit,Ezor B,Deir Razih
743,9,ISR,Hizama,HaGada HaMa'aravit,Ezor B,Hizama
744,9,ISR,Immatin,HaGada HaMa'aravit,Ezor B,Immatin
745,9,ISR,Farata,HaGada HaMa'aravit,Ezor B,Farata
746,9,ISR,Qabatiya,HaGada HaMa'aravit,Ezor A,Qabatiya
747,9,ISR,Hevron,HaGada HaMa'aravit,Ezor B,Hevron
748,9,ISR,Beit Fajjar,HaGada HaMa'aravit,Ezor B,Beit Fajjar
749,9,ISR,Marde,HaGada HaMa'aravit,Ezor B,Marde
